YMR056C	AAC1
YNL251C	YNL251C
YDR043C	YDR043C
YBR066C	YBR066C
YNL129W	YNL129W
YNR009W	YNR009W
YDL167C	YDL167C
YOR071C	YOR071C
YOR071C	THI71
YOR071C	YOR29-22
YGL111W	YGL111W
YER126C	YER126C
YLR007W	YLR007W
YDR288W	YDR288W
YDL105W	YDL105W
YDL105W	QRI2
YML023C	YML023C
YHR133C	YHR133C
YNL156C	YNL156C
YPL233W	YPL233W
YJL041W	YJL041W
YGR159C	YGR159C
YGR159C	SHE5
YNL091W	YNL091W
YJR062C	YJR062C
YJR062C	DEA1
YBR188C	YBR188C
YML059C	YML059C
YER009W	YER009W
YAL015C	YAL015C
YAL015C	FUN33
YAL015C	SCR1
YOL043C	YOL043C
YOL043C	SCR2
YDR001C	YDR001C
YBR001C	YBR001C
YPR031W	YPR031W
YKR022C	YKR022C
YJL208C	YJL208C
YOR373W	YOR373W
YOL069W	YOL069W
YER006W	YER006W
YDR150W	YDR150W
YDR150W	PAC12
YOR098C	YOR098C
YKL068W	YKL068W
YKL068W	NSP100
YMR047C	YMR047C
YMR047C	NSP116
YKL057C	YKL057C
YKL057C	RAT2
YKR082W	YKR082W
YKR082W	RAT3
YGL092W	YGL092W
YGL092W	RAT10
YER105C	YER105C
YIL115C	YIL115C
YIL115C	NUP158
YIL115C	RAT7
YBL079W	YBL079W
YBL079W	NLE3
YML103C	YML103C
YJL039C	YJL039C
YLR335W	YLR335W
YDR192C	YDR192C
YDR192C	RIP1
YDR192C	UIP1
YGL172W	YGL172W
YGL172W	NSP49
YMR153W	YMR153W
YGR119C	YGR119C
YAR002W	YAR002W
YJL061W	YJL061W
YJL061W	HRB187
YDL116W	YDL116W
YJR042W	YJR042W
YJR042W	RAT9
YDL193W	YDL193W
YGL151W	YGL151W
YGL151W	MED5
YPR168W	YPR168W
YPR168W	MED10
YHR195W	YHR195W
YHR195W	VAB36
YLR093C	YLR093C
YLR093C	MAM2
YKL120W	YKL120W
YAL051W	YAL051W
YAL051W	YAF1
YKR064W	YKR064W
YKL055C	YKL055C
YPL052W	YPL052W
YPL052W	YPL052W-A
YNL099C	YNL099C
YNL056W	YNL056W
YCR095C	YCR095C
YHL029C	YHL029C
YDR067C	YDR067C
YGL038C	YGL038C
YGL038C	LDB12
YGL038C	NGD29
YKL134C	YKL134C
YPL134C	YPL134C
YOR222W	YOR222W
YML060W	YML060W
YGR179C	YGR179C
YBR025C	YBR025C
YGL055W	YGL055W
YGL055W	MDM2
Q0130	Q0130
Q0130	ATP9
Q0130	OLI3
YBR230C	YBR230C
YIL136W	YIL136W
YKR087C	YKR087C
YDR316W	YDR316W
YHL020C	YHL020C
YOL032W	YOL032W
YPR044C	YPR044C
YJR073C	YJR073C
YJR073C	PEM2
YDL096C	YDL096C
YDR360W	YDR360W
YKR035C	YKR035C
YLR338W	YLR338W
YJL212C	YJL212C
YJL212C	GSH11
YJL212C	HGT1
YPR194C	YPR194C
YBR129C	YBR129C
YPR075C	YPR075C
YML065W	YML065W
YBR060C	YBR060C
YBR060C	RRR1
YBR060C	SIR5
YLL004W	YLL004W
YPR162C	YPR162C
YNL261W	YNL261W
YHR118C	YHR118C
YGR038W	YGR038W
YLR350W	YLR350W
YOR130C	YOR130C
YOR130C	ARG11
YDL019C	YDL019C
YHR073W	YHR073W
YKR003W	YKR003W
YHR001W	YHR001W
YJR051W	YJR051W
YJR051W	FRDS2
YJL002C	YJL002C
YJL002C	NLT1
YOR103C	YOR103C
YOR085W	YOR085W
YDL232W	YDL232W
YGL226C-A	YGL226C-A
YML019W	YML019W
YOR255W	YOR255W
YLR054C	YLR054C
YFL044C	YFL044C
YFL044C	YOD1
YHL013C	YHL013C
YER154W	YER154W
YER154W	PET1402
YPL196W	YPL196W
YHR179W	YHR179W
YPL171C	YPL171C
YPL171C	ZRG6
YDR071C	YDR071C
YER165W	YER165W
YOR269W	YOR269W
YGR078C	YGR078C
YGR078C	GIM2
YGR078C	PFD3
YGR078C	RKS2
YDR488C	YDR488C
YER007W	YER007W
YDR538W	YDR538W
YDR538W	POF1
YBR279W	YBR279W
YMR165C	YMR165C
YMR165C	SMP2
YMR174C	YMR174C
YDR251W	YDR251W
YJL104W	YJL104W
YJL104W	MIA1
YJL104W	TIM16
YKR065C	YKR065C
YKR065C	FMP18
YLR008C	YLR008C
YLR008C	TIM14
YIR006C	YIR006C
YIR006C	DIM2
YIR006C	MDP3
YIR006C	MIP3
YGL094C	YGL094C
YKL025C	YKL025C
YKL025C	ECM35
YHR063C	YHR063C
YIL145C	YIL145C
YKR002W	YKR002W
YOL115W	YOL115W
YOL115W	TRF4
YCR077C	YCR077C
YCR077C	MRT1
YJL223C	YJL223C
YDR542W	YDR542W
YGL261C	YGL261C
YGR294W	YGR294W
YHL046C	YHL046C
YIL176C	YIL176C
YIR041W	YIR041W
YKL224C	YKL224C
YLL025W	YLL025W
YLL064C	YLL064C
YMR325W	YMR325W
YEL049W	YEL049W
YOL161C	YOL161C
YOR394W	YOR394W
YPL282C	YPL282C
YCR104W	YCR104W
YLR461W	YLR461W
YFL020C	YFL020C
YNR076W	YNR076W
YAR020C	YAR020C
YAL068C	YAL068C
YBL108C-A	YBL108C-A
YLR199C	YLR199C
YLR199C	POC1
YNL015W	YNL015W
YNL015W	I2B
YNL015W	IB2
YNL015W	LMA1
YCL052C	YCL052C
YGR178C	YGR178C
YGR178C	MRS16
YBR233W	YBR233W
YBR233W	HEK1
YDL053C	YDL053C
YJL128C	YJL128C
YJL128C	HOG4
YJL128C	SFS4
YJL128C	SSK4
YBR094W	YBR094W
YBR295W	YBR295W
YBR295W	CAD2
YBR295W	PAY2
YKR095W-A	YKR095W-A
YLR151C	YLR151C
YDR228C	YDR228C
YBR186W	YBR186W
YIL071C	YIL071C
YIL071C	CSN11
YIL071C	YIH1
YIL071C	YIL071W
YKR097W	YKR097W
YKR097W	JPM2
YKR097W	PPC1
YNL289W	YNL289W
YNL289W	HCS26
YGL134W	YGL134W
YDL127W	YDL127W
YDL127W	CLN4
YHR071W	YHR071W
YER059W	YER059W
YIL050W	YIL050W
YPL219W	YPL219W
YDL179W	YDL179W
YEL058W	YEL058W
YEL058W	AGM1
YGR101W	YGR101W
YGR101W	MDM37
YGR101W	RBD1
YBR222C	YBR222C
YBR222C	FAT2
YGR202C	YGR202C
YGR202C	BSR2
YGR202C	CCT1
YER178W	YER178W
YBR221C	YBR221C
YLR044C	YLR044C
YDR081C	YDR081C
YLR134W	YLR134W
YGR087C	YGR087C
YGL248W	YGL248W
YOR360C	YOR360C
YOR360C	SRA5
YPR002W	YPR002W
YCL043C	YCL043C
YCL043C	MFP1
YCL043C	TRG1
YGL013C	YGL013C
YGL013C	AMY1
YGL013C	ANT1
YGL013C	BOR2
YGL013C	CYH3
YGL013C	NRA2
YGL013C	SMR2
YGL013C	TIL1
YGL013C	TPE1
YGL013C	TPE3
YOR328W	YOR328W
YIL013C	YIL013C
YPL058C	YPL058C
YDR406W	YDR406W
YNL231C	YNL231C
YNL231C	SFH3
YNL264C	YNL264C
YNL264C	ISS1
YNL264C	SFH4
YBL005W	YBL005W
YBL005W	AMY2
YBL005W	TPE2
YOR153W	YOR153W
YOR153W	LEM1
YOR153W	STS1
YOR153W	YDR1
YLR266C	YLR266C
YDR113C	YDR113C
YMR076C	YMR076C
YGR193C	YGR193C
YBR035C	YBR035C
YER149C	YER149C
YER149C	DFG9
YER149C	PPF2
YGR058W	YGR058W
YBL017C	YBL017C
YBL017C	VPS10
YBL017C	VPT1
YOR036W	YOR036W
YOR036W	VPL6
YOR036W	VPS6
YOR036W	VPT13
YLR148W	YLR148W
YLR148W	VAM8
YLR148W	VPS18
YLR148W	VPT18
YPL154C	YPL154C
YPL154C	PHO9
YPL154C	PRA1
YPL154C	YSCA
YMR231W	YMR231W
YMR231W	END1
YMR231W	VAM1
YMR231W	VPL9
YMR231W	VPS11
YMR231W	VPT11
YDR323C	YDR323C
YDR323C	VAC1
YDR323C	VPL21
YDR323C	VPS19
YDR323C	VPT19
YJL053W	YJL053W
YJL053W	GRD6
YJL053W	VPS26
YJL053W	VPT4
YCR044C	YCR044C
YCR044C	COS16
YFR023W	YFR023W
YKR046C	YKR046C
YDR079W	YDR079W
YMR257C	YMR257C
YBL080C	YBL080C
YER058W	YER058W
YER153C	YER153C
YOR158W	YOR158W
YOR017W	YOR017W
YJL023C	YJL023C
YCR020C	YCR020C
YCR020C	HIT2
YJR034W	YJR034W
YPL159C	YPL159C
YLR067C	YLR067C
YNR045W	YNR045W
YGR222W	YGR222W
YNL003C	YNL003C
YNL003C	SAM5
YBL030C	YBL030C
YBL030C	AAC2
YBL030C	ANC2
YBL030C	OP1
YKL197C	YKL197C
YKL197C	PAS1
YDR265W	YDR265W
YDR265W	PAS4
YOL147C	YOL147C
YOL147C	PMP24
YOL147C	PMP27
YMR026C	YMR026C
YMR026C	PAS11
YLR191W	YLR191W
YLR191W	PAS20
YGL153W	YGL153W
YOL044W	YOL044W
YOL044W	PAS21
YNL214W	YNL214W
YNL214W	PAS9
YHR160C	YHR160C
YDL065C	YDL065C
YDL065C	PAS12
YJL210W	YJL210W
YJL210W	CRT1
YJL210W	PAS5
YGR239C	YGR239C
YAL055W	YAL055W
YAL055W	YAF5
YPL112C	YPL112C
YOR193W	YOR193W
YHR150W	YHR150W
YDR479C	YDR479C
YDR329C	YDR329C
YDR329C	PAS3
YLR324W	YLR324W
YGR004W	YGR004W
YBR168W	YBR168W
YGR133W	YGR133W
YGR133W	PAS2
YGR133W	UBC10
YDR244W	YDR244W
YDR244W	PAS10
YNL329C	YNL329C
YNL329C	PAS8
YDR142C	YDR142C
YDR142C	PAS7
YDR142C	PEB1
YGR077C	YGR077C
YGR077C	PAS6
YNL326C	YNL326C
YOL003C	YOL003C
YDR459C	YDR459C
YJL179W	YJL179W
YJL179W	GIM6
YGR240C	YGR240C
YMR205C	YMR205C
YIL107C	YIL107C
YOL136C	YOL136C
YHR185C	YHR185C
YHR185C	ADY1
YNL317W	YNL317W
YOR122C	YOR122C
YOR122C	PRF1
YNL158W	YNL158W
YNL149C	YNL149C
YML125C	YML125C
YPL206C	YPL206C
YGL025C	YGL025C
YGL025C	HRS1
YGL025C	MED3
YBR196C	YBR196C
YBR196C	CDC30
YCR012W	YCR012W
YKL127W	YKL127W
YMR105C	YMR105C
YMR105C	GAL5
YMR278W	YMR278W
YCL004W	YCL004W
YCL004W	PEL1
YCL004W	YCL003W
YJR153W	YJR153W
YJR153W	PGL1
YJR153W	PSM1
YNL316C	YNL316C
YGR132C	YGR132C
YGR231C	YGR231C
YKL043W	YKL043W
YDR281C	YDR281C
YOL084W	YOL084W
YER037W	YER037W
YAR071W	YAR071W
YHR215W	YHR215W
YHR215W	PHO10
YDL236W	YDL236W
YDL106C	YDL106C
YDL106C	BAS2
YDL106C	GRF10
YDL106C	PHOB
YNL097C	YNL097C
YBR092C	YBR092C
YBR092C	PHOC
YFR034C	YFR034C
YFR034C	PHOD
YBR093C	YBR093C
YBR093C	PHOE
YDR481C	YDR481C
YDR481C	PHOH
YOL001W	YOL001W
YOL001W	AGS3
YOL001W	TUP7
YOL001W	VAC5
YOL001W	PHOR
YGR233C	YGR233C
YGR233C	PHOS
YML123C	YML123C
YML123C	PHOT
YPL031C	YPL031C
YPL031C	LDB15
YPL031C	PHOU
YJL117W	YJL117W
YCR037C	YCR037C
YBR106W	YBR106W
YBR296C	YBR296C
YBR296C	ITN1
YJL198W	YJL198W
YNR013C	YNR013C
YOR386W	YOR386W
YJL097W	YJL097W
YDR313C	YDR313C
YGL023C	YGL023C
YER053C	YER053C
YML061C	YML061C
YML061C	TST1
YLR273C	YLR273C
YIL045W	YIL045W
YHR034C	YHR034C
YHR034C	NOP17
YNL267W	YNL267W
YNL267W	PIK120
YNL267W	PIK41
YGR086C	YGR086C
YBL022C	YBL022C
YBL022C	LON1
YOR104W	YOR104W
YPR154W	YPR154W
YPR154W	LSB2
YBL051C	YBL051C
YBL051C	MDT1
YOR363C	YOR363C
YOR363C	OAF2
YKL164C	YKL164C
YKL164C	CCW6
YKL163W	YKL163W
YKL163W	CCW8
YPR113W	YPR113W
YBL105C	YBL105C
YBL105C	CLY15
YBL105C	HPO2
YBL105C	STT1
YDR490C	YDR490C
YOL100W	YOL100W
YDR466W	YDR466W
YIL042C	YIL042C
YGL059W	YGL059W
YMR123W	YMR123W
YMR008C	YMR008C
YMR006C	YMR006C
YOL011W	YOL011W
YPL268W	YPL268W
YDR501W	YDR501W
YDR183W	YDR183W
YOR281C	YOR281C
YGL008C	YGL008C
YGL008C	KTI10
YPL036W	YPL036W
YGL006W	YGL006W
YER132C	YER132C
YER003C	YER003C
YER003C	PMI
YLR016C	YLR016C
YML107C	YML107C
YCR024C-A	YCR024C-A
YEL017C-A	YEL017C-A
YDR276C	YDR276C
YDR276C	SNA1
YGL167C	YGL167C
YGL167C	BSD1
YGL167C	LDB1
YGL167C	SSC1
YNL082W	YNL082W
YDL095W	YDL095W
YAL023C	YAL023C
YAL023C	FUN25
YOR321W	YOR321W
YJR143C	YJR143C
YDL093W	YDL093W
YGR199W	YGR199W
YKL128C	YKL128C
YGL037C	YGL037C
YPL096W	YPL096W
YOR145C	YOR145C
YOR145C	DIM2
YOR145C	RRP20
YLR209C	YLR209C
YOR161C	YOR161C
YOR266W	YOR266W
YBR022W	YBR022W
YML069W	YML069W
YPL144W	YPL144W
YPL144W	DMP1
YPL144W	PBA4
YIL122W	YIL122W
YNL102W	YNL102W
YNL102W	CDC17
YNL102W	CRT5
YNL102W	HPR3
YBL035C	YBL035C
YNL262W	YNL262W
YNL262W	DUN2
YDL102W	YDL102W
YDL102W	CDC2
YDL102W	HPR6
YDL102W	TEX1
YBR088C	YBR088C
YJR006W	YJR006W
YJR006W	HUS2
YJR006W	HYS2
YJR006W	SDP5
YJR043C	YJR043C
YCR014C	YCR014C
YCR014C	POLX
YEL055C	YEL055C
YMR129W	YMR129W
YLR018C	YLR018C
YNL221C	YNL221C
YNR052C	YNR052C
YNR052C	CAF1
YNL282W	YNL282W
YBR257W	YBR257W
YAL033W	YAL033W
YAL033W	FUN53
YGR030C	YGR030C
YBR167C	YBR167C
YBR167C	RPP2
YBL018C	YBL018C
YNL055C	YNL055C
YNL055C	OMP2
YNL055C	YVDAC1
YIL114C	YIL114C
YIL114C	YVDAC2
YPL188W	YPL188W
YIL160C	YIL160C
YIL160C	FOX3
YIL160C	POX3
YGL205W	YGL205W
YGL205W	FOX1
YHR026W	YHR026W
YHR026W	VMA16
YMR267W	YMR267W
YMR267W	IPP2
YHR075C	YHR075C
YHR075C	MRPS2
YNR032W	YNR032W
YDL134C	YDL134C
YDL134C	PPH1
YDL188C	YDL188C
YDL188C	PPH2
YDR075W	YDR075W
YDR435C	YDR435C
YOL141W	YOL141W
YOL141W	TYW4
YDR452W	YDR452W
YDR452W	PHM5
YPL179W	YPL179W
YPL179W	SAL6
YLR014C	YLR014C
YBR276C	YBR276C
YGR123C	YGR123C
YPL148C	YPL148C
YHR201C	YHR201C
YML016C	YML016C
YDR436W	YDR436W
YEL060C	YEL060C
YEL060C	CVT1
YMR297W	YMR297W
YMR297W	LBC1
YCL057W	YCL057W
YER012W	YER012W
YOR362C	YOR362C
YPR103W	YPR103W
YPR103W	DOA3
YPR103W	PRG1
YPR103W	SRR2
YJL001W	YJL001W
YJL001W	CRL21
YFR050C	YFR050C
YMR314W	YMR314W
YOL038W	YOL038W
YBL041W	YBL041W
YBL041W	PRS3
YML092C	YML092C
YGR135W	YGR135W
YIR008C	YIR008C
YKL045W	YKL045W
YIL095W	YIL095W
YIL095W	PAK1
YNL279W	YNL279W
YJL108C	YJL108C
YIL037C	YIL037C
YPL192C	YPL192C
YPL156C	YPL156C
YIL117C	YIL117C
YML047C	YML047C
YDL039C	YDL039C
YDL039C	YDL038C
YGL053W	YGL053W
YAR031W	YAR031W
YDR300C	YDR300C
YOR323C	YOR323C
YER023W	YER023W
YER023W	ORE2
YDL043C	YDL043C
YDL043C	RNA11
YKR086W	YKR086W
YGR006W	YGR006W
YLL036C	YLL036C
YLL036C	PSO4
YNR011C	YNR011C
YNR011C	RNA2
YJL203W	YJL203W
YJL203W	SPP91
YER013W	YER013W
YMR268C	YMR268C
YDR243C	YDR243C
YDR473C	YDR473C
YDR473C	RNA3
YGR091W	YGR091W
YGR075C	YGR075C
YML046W	YML046W
YPR178W	YPR178W
YPR178W	RNA4
YKL012W	YKL012W
YDR235W	YDR235W
YDR235W	MUD16
YDR235W	SNU65
YGL120C	YGL120C
YGL120C	JA1
YAL032C	YAL032C
YAL032C	FUN20
YPL151C	YPL151C
YPL151C	NTC50
YBR237W	YBR237W
YBR237W	RNA5
YBR055C	YBR055C
YBR055C	RNA6
YBR055C	TSM7269
YHR165C	YHR165C
YHR165C	DBF3
YHR165C	DNA39
YHR165C	RNA8
YHR165C	SLT21
YHR165C	USA2
YDL030W	YDL030W
YKL116C	YKL116C
YDL214C	YDL214C
YKL181W	YKL181W
YKL181W	PRP1
YER099C	YER099C
YHL011C	YHL011C
YBL068W	YBL068W
YOL061W	YOL061W
YOR361C	YOR361C
YOR361C	CDC63
YOR361C	DNA26
YBL064C	YBL064C
YJL079C	YJL079C
YKR013W	YKR013W
YKR013W	YFW12
YJL078C	YJL078C
YDL055C	YDL055C
YDL055C	MPG1
YDL055C	SRB1
YDL055C	VIG9
YNL169C	YNL169C
YGR170W	YGR170W
YMR308C	YMR308C
YMR308C	KAP121
YDR013W	YDR013W
YDR013W	CDC101
YJL072C	YJL072C
YJL072C	CDC102
YOL146W	YOL146W
YOL054W	YOL054W
YAL017W	YAL017W
YAL017W	FUN31
YOL045W	YOL045W
YMR137C	YMR137C
YMR137C	SNM1
YDR505C	YDR505C
YDR505C	GIN5
YML017W	YML017W
YML017W	MRS15
YLL010C	YLL010C
YLR019W	YLR019W
YDR055W	YDR055W
YDR055W	HPF2
YDR032C	YDR032C
YKL076C	YKL076C
YNL201C	YNL201C
YLR376C	YLR376C
YBL046W	YBL046W
YAL043C	YAL043C
YAL043C	FUN39
YDL006W	YDL006W
YDL006W	CWH47
YDL006W	KCS2
YDL006W	TPD1
YER089C	YER089C
YBL056W	YBL056W
YBR125C	YBR125C
YBR125C	GCT1
YOR090C	YOR090C
YOR090C	PPP1
YCR079W	YCR079W
YCR079W	AUP1
YCR079W	PPP2
YHR076W	YHR076W
YHR189W	YHR189W
YHR189W	PTH
YBL057C	YBL057C
YGR156W	YGR156W
YKL198C	YKL198C
YKL198C	KKT8
YKL198C	POT1
YKL198C	STK1
YKL198C	YKL199C
YKL198C	YKT9
YJR059W	YJR059W
YJR059W	STK2
YKL039W	YKL039W
YDL230W	YDL230W
YOR208W	YOR208W
YER075C	YER075C
YKR093W	YKR093W
YFR029W	YFR029W
YFR029W	SSY3
YNL016W	YNL016W
YNL016W	RNP1
YPR042C	YPR042C
YLL013C	YLL013C
YGL014W	YGL014W
YGL014W	YGL023
YDR496C	YDR496C
YER185W	YER185W
YOR157C	YOR157C
YGR253C	YGR253C
YGR253C	DOA5
YER094C	YER094C
YER094C	SCS32
YPL212C	YPL212C
YGL063W	YGL063W
YNL292W	YNL292W
YLR165C	YLR165C
YGR169C	YGR169C
YOR243C	YOR243C
YDL036C	YDL036C
YLR142W	YLR142W
YHR037W	YHR037W
YKL015W	YKL015W
YOR348C	YOR348C
YLR196W	YLR196W
YCR057C	YCR057C
YCR057C	UTP1
YCR057C	YCR055C
YCR057C	YCR058C
YPL147W	YPL147W
YPL147W	LPI1
YPL147W	PAL1
YPL147W	PAT2
YPL147W	SSH2
YKL188C	YKL188C
YKL188C	PAT1
YKR090W	YKR090W
YGR280C	YGR280C
YGR280C	GNO1
YGL062W	YGL062W
YBR218C	YBR218C
YOR347C	YOR347C
YPR186C	YPR186C
YPR186C	TFC2
YHR001W-A	YHR001W-A
YPR191W	YPR191W
YPR191W	COR2
YPR191W	UCR2
YFR033C	YFR033C
YFR033C	COR3
YFR033C	UCR6
YDR529C	YDR529C
YDR529C	COR4
YDR529C	CRO1
YDR529C	UCR7
YJL166W	YJL166W
YJL166W	COR5
YGR183C	YGR183C
YGR183C	UCR9
YIL120W	YIL120W
YIL121W	YIL121W
YBR043C	YBR043C
YBR043C	AQR2
YLR312C	YLR312C
YHR074W	YHR074W
YDL103C	YDL103C
YDL103C	UAP1
YLR204W	YLR204W
YLR204W	COX24
YDL104C	YDL104C
YPL022W	YPL022W
YPL022W	LPB9
YML095C	YML095C
YMR201C	YMR201C
YBR114W	YBR114W
YBR114W	PSO5
YOR368W	YOR368W
YCR066W	YCR066W
YGR258C	YGR258C
YEL037C	YEL037C
YER173W	YER173W
YER173W	RS1
YJR035W	YJR035W
YKL113C	YKL113C
YKL113C	ERC11
YKL113C	FEN1
YKL113C	RTH1
YDR030C	YDR030C
YER171W	YER171W
YER171W	REM1
YDR419W	YDR419W
YDR419W	DBH1
YML011C	YML011C
YDR314C	YDR314C
YER162C	YER162C
YLR032W	YLR032W
YLR032W	REV2
YLR032W	SNM2
YNL250W	YNL250W
YER095W	YER095W
YER095W	MUT5
YML032C	YML032C
YPL153C	YPL153C
YPL153C	LSD1
YPL153C	MEC2
YPL153C	SPK1
YGL163C	YGL163C
YGL163C	XRS1
YDR076W	YDR076W
YDR004W	YDR004W
YDL059C	YDL059C
YGL058W	YGL058W
YGL058W	PSO8
YGL058W	UBC2
YDR014W	YDR014W
YJR052W	YJR052W
YDR217C	YDR217C
R0030W	R0030W
YGL246C	YGL246C
YDL090C	YDL090C
YDL090C	DPR1
YDL090C	FUS8
YDL090C	SCG2
YDL090C	SGP2
YDL090C	STE16
YKL019W	YKL019W
YNL216W	YNL216W
YNL216W	GRF1
YNL216W	TBA1
YNL216W	TUF1
YOR101W	YOR101W
YNL098C	YNL098C
YNL098C	CTN5
YNL098C	CYR3
YNL098C	GLC5
YNL098C	TSL7
YOR048C	YOR048C
YOR048C	HKE1
YOR048C	TAP1
YOR048C	XRN2
YJR033C	YJR033C
YJR033C	SOI3
YDR202C	YDR202C
YOR301W	YOR301W
YLR084C	YLR084C
YDR527W	YDR527W
YPL246C	YPL246C
YAL036C	YAL036C
YAL036C	FUN11
YGR173W	YGR173W
YGR173W	GIR1
YCR036W	YCR036W
YOR265W	YOR265W
YDL189W	YDL189W
YMR274C	YMR274C
YGL158W	YGL158W
YLR248W	YLR248W
YLR248W	CLK1
YLR248W	CMK3
YOL010W	YOL010W
YKL159C	YKL159C
YOR220W	YOR220W
YOR220W	WSP1
YMR075W	YMR075W
YBR005W	YBR005W
YBR005W	SSH6
YDR003W	YDR003W
YDR003W	SSH5
YJL204C	YJL204C
YBR073W	YBR073W
YBR073W	TID1
YDL135C	YDL135C
YOR380W	YOR380W
YCR106W	YCR106W
YPL133C	YPL133C
YPR094W	YPR094W
YBR049C	YBR049C
YBR049C	GRF2
YLR329W	YLR329W
YHR157W	YHR157W
YJR021C	YJR021C
YJR021C	MER2
YMR133W	YMR133W
YPR007C	YPR007C
YPR007C	SPO69
YLR263W	YLR263W
YDR195W	YDR195W
YDR028C	YDR028C
YDR028C	HEX2
YDR028C	PZF240
YDR028C	SPP43
YDR028C	SRN1
YBR050C	YBR050C
YLR387C	YLR387C
YBR267W	YBR267W
R0020C	R0020C
R0040C	R0040C
YCL001W	YCL001W
YBR002C	YBR002C
YOR207C	YOR207C
YOR207C	PDS2
YOR207C	RPC128
YOR207C	RPC2
YFR051C	YFR051C
YPL010W	YPL010W
YOR346W	YOR346W
YPL167C	YPL167C
YPL167C	PSO1
YIL139C	YIL139C
YLR059C	YLR059C
YLR059C	YNT20
YLR107W	YLR107W
YOL080C	YOL080C
YAR007C	YAR007C
YAR007C	BUF2
YAR007C	FUN3
YAR007C	RPA1
YNL312W	YNL312W
YNL312W	BUF1
YNL312W	RPA2
YJL173C	YJL173C
YJL173C	RPA3
YOR217W	YOR217W
YOR217W	CDC44
YJR068W	YJR068W
YNL290W	YNL290W
YOL094C	YOL094C
YBR087W	YBR087W
YOR279C	YOR279C
YBR052C	YBR052C
YBL020W	YBL020W
YLR176C	YLR176C
YLR176C	CRT1
YOR127W	YOR127W
YOR127W	DBM1
YOR127W	THE1
YDR379W	YDR379W
YBR260C	YBR260C
YFL047W	YFL047W
YMR182C	YMR182C
YDR137W	YDR137W
YLR071C	YLR071C
YLR071C	MED14
YOR107W	YOR107W
YKL038W	YKL038W
YDL138W	YDL138W
YCR027C	YCR027C
YCR027C	RSG1
YPR165W	YPR165W
YNL090W	YNL090W
YIL118W	YIL118W
YKR055W	YKR055W
YNL180C	YNL180C
YIL053W	YIL053W
YIL053W	GPP1
YNL163C	YNL163C
YNL163C	EFL1
YBL033C	YBL033C
YOL066C	YOL066C
YOL066C	PUS8
YDR487C	YDR487C
YOL143C	YOL143C
YBR256C	YBR256C
YBR153W	YBR153W
YLR039C	YLR039C
YBR275C	YBR275C
YLR453C	YLR453C
YCR028C-A	YCR028C-A
YHL027W	YHL027W
YHL027W	RIM1
YMR139W	YMR139W
YMR139W	GSK3
YMR139W	MDS1
YMR154C	YMR154C
YMR154C	CPL1
YFL033C	YFL033C
YFL033C	TAK1
YBR192W	YBR192W
YBR192W	PYT1
YOR275C	YOR275C
YNL294C	YNL294C
YNL294C	PAL2
YHL024W	YHL024W
YGL045W	YGL045W
YGL045W	PAL3
YGL045W	YGL046W
YMR063W	YMR063W
YOR119C	YOR119C
YOR119C	RRP10
YNL207W	YNL207W
YEL024W	YEL024W
YMR283C	YMR283C
YHR197W	YHR197W
YHR197W	IPI2
YLL034C	YLL034C
YOR095C	YOR095C
YPL208W	YPL208W
YDR198C	YDR198C
YMR247C	YMR247C
YPR018W	YPR018W
YPR018W	CAC1
YDR091C	YDR091C
YPL089C	YPL089C
YLR009W	YLR009W
YNL002C	YNL002C
YNL002C	RPL7
YKL132C	YKL132C
YDL001W	YDL001W
YHL023C	YHL023C
YDR255C	YDR255C
YDR255C	GID2
YEL072W	YEL072W
YFR048W	YFR048W
YGL107C	YGL107C
YGR044C	YGR044C
YGR044C	CSP1
YPL024W	YPL024W
YPL024W	NCE4
YEL050C	YEL050C
YLR145W	YLR145W
YGL250W	YGL250W
YDR465C	YDR465C
YMR235C	YMR235C
YMR061W	YMR061W
YGL044C	YGL044C
YMR234W	YMR234W
YNL072W	YNL072W
YNL072W	RNH35
YDR279W	YDR279W
YLR154C	YLR154C
YGR276C	YGR276C
YGR276C	REX1
YGR276C	RNA82
YLL046C	YLL046C
YCL028W	YCL028W
YCL028W	[PIN(+)]
YER070W	YER070W
YER070W	CRT7
YER070W	RIR1
YER070W	SDS12
YJL026W	YJL026W
YJL026W	CRT6
YIL066C	YIL066C
YIL066C	DIN1
YIL066C	RIR3
YGR180C	YGR180C
YGR180C	CRT3
YGR180C	PSO3
YMR239C	YMR239C
YPL123C	YPL123C
YOR018W	YOR018W
YGL144C	YGL144C
YFR022W	YFR022W
YGL171W	YGL171W
YGR070W	YGR070W
YGR070W	SKC1
YLR371W	YLR371W
YMR200W	YMR200W
YBR229C	YBR229C
YBR229C	GLS2
YPR065W	YPR065W
YPR065W	REO1
YBL093C	YBL093C
YBL093C	MED19
YBL093C	NUT3
YBL093C	SSN7
YJR063W	YJR063W
YJR063W	RRN4
YPR010C	YPR010C
YPR010C	RPA2
YPR010C	RRN2
YPR010C	SRP3
YDR156W	YDR156W
YOR341W	YOR341W
YOR341W	RRN1
YJL148W	YJL148W
YOR340C	YOR340C
YNL248C	YNL248C
YOR210W	YOR210W
YOL005C	YOL005C
YOR151C	YOR151C
YOR151C	RPB150
YOR151C	RPO22
YOR151C	SIT2
YOR151C	SOH2
YIL021W	YIL021W
YJL140W	YJL140W
YJL140W	CTF15
YBR154C	YBR154C
